"time","http_get_count","http_post_count","http_get_avg_ms","http_get_max_ms","http_post_avg_ms","http_post_max_s","system_cpu_percent","process_cpu_percent","total_used_memory_mib","live_threads","daemon_threads","state_runnable_thread","state_waiting_thread","state_timed_wait_thread"
2022-05-10 19:59:00,0.0667,429,28.1,29.7,3.05,2.99,63.6,36.7,347,216,212,9,2,205
2022-05-10 19:59:15,0.0666,428,25.6,29.7,3.06,2.99,64.6,36.2,297,215,211,10,2,203
2022-05-10 19:59:30,0.0667,428,25.8,29.7,3.00,2.99,66.4,36.7,324,216,212,10,2,203
2022-05-10 19:59:45,0.0667,431,24.9,29.7,3.06,2.99,64.0,36.2,282,215,211,10,3,203
2022-05-10 20:00:00,0.0667,430,28.4,29.7,2.91,2.99,63.6,36.7,316,215,211,9,2,203
2022-05-10 20:00:15,0.0667,433,29.4,32.4,2.74,0.0798,62.9,36.3,359,214,210,8,2,204
2022-05-10 20:00:30,0.0667,432,26.6,32.4,2.68,0.0798,63.0,36.2,313,215,211,9,2,204
2022-05-10 20:00:45,0.0667,434,23.1,32.4,2.73,0.0798,63.3,35.7,353,215,211,8,2,205
2022-05-10 20:01:00,0.0667,435,20.3,32.4,3.00,0.0798,64.0,37.1,312,215,211,8,2,205
2022-05-10 20:01:15,0.0667,437,21.1,32.4,2.95,0.0720,62.7,35.4,276,214,210,8,2,204
2022-05-10 20:01:30,0.0667,439,21.2,32.4,3.01,0.174,62.8,36.0,326,215,211,8,2,205
2022-05-10 20:01:45,0.0667,438,19.2,32.4,2.90,0.174,62.7,33.9,288,214,210,8,2,204
2022-05-10 20:02:00,0.0667,439,18.3,32.4,2.90,0.174,63.7,35.9,348,214,210,11,2,202
2022-05-10 20:02:15,0.0667,437,20.7,26.0,2.91,0.174,62.6,35.7,311,214,210,8,2,204
2022-05-10 20:02:30,0.0667,437,21.0,26.0,2.83,0.174,63.3,36.1,362,215,211,11,2,202
2022-05-10 20:02:45,0.0667,440,23.4,26.0,3.04,0.174,64.0,36.2,348,215,211,10,2,203
2022-05-10 20:03:00,0.0666,442,24.2,28.5,3.39,0.174,63.5,35.6,321,215,211,9,2,204
2022-05-10 20:03:15,0.0667,442,26.8,28.5,3.98,0.174,63.3,35.6,286,215,211,8,2,205
2022-05-10 20:03:30,0.0667,441,24.5,28.5,4.29,0.174,64.1,36.8,353,215,211,10,2,202
2022-05-10 20:03:45,0.0667,440,24.4,28.5,4.11,0.174,62.8,35.7,325,215,211,8,2,205
2022-05-10 20:04:00,0.0667,439,22.0,28.5,3.67,0.174,62.1,34.3,284,215,211,8,2,205
2022-05-10 20:04:15,0.0667,439,22.2,28.5,3.45,0.0910,63.3,35.4,349,215,211,9,2,204
2022-05-10 20:04:30,0.0667,440,21.2,28.5,3.23,0.0910,63.2,35.7,327,214,210,9,2,202
2022-05-10 20:04:45,0.0667,441,24.1,28.5,3.30,0.0910,62.7,34.6,305,214,210,8,2,203
2022-05-10 20:05:00,0.0667,441,26.7,28.5,3.60,0.0910,62.1,34.4,299,215,211,8,2,205
2022-05-10 20:05:15,0.0667,446,24.2,28.3,3.72,0.0906,63.4,33.8,315,214,210,11,2,203
2022-05-10 20:05:30,0.0667,448,23.8,28.3,3.82,0.0906,60.9,32.1,310,215,211,11,2,204
2022-05-10 20:05:45,0.0667,454,22.0,28.3,3.91,0.0906,61.8,32.6,327,215,211,8,2,205
2022-05-10 20:06:00,0.0667,457,22.0,28.3,4.06,0.0906,60.9,31.8,356,215,211,8,2,204
2022-05-10 20:06:15,0.0667,468,20.3,28.0,4.02,0.0849,60.2,31.2,318,215,211,10,2,204
2022-05-10 20:06:30,0.0667,475,21.6,28.0,3.73,0.0849,61.1,31.4,282,215,211,8,2,205
2022-05-10 20:06:45,0.0667,482,22.2,28.0,3.69,0.0849,62.3,31.6,340,214,210,8,2,204
2022-05-10 20:07:00,0.0667,490,22.7,26.7,48.3,2.48,60.6,31.7,306,215,211,21,2,190
2022-05-10 20:07:15,0.0667,459,21.4,26.7,58.3,2.48,63.2,34.7,285,214,210,8,2,204
2022-05-10 20:07:30,0.0667,448,22.5,26.7,59.5,2.48,64.1,35.0,348,214,210,8,2,204
2022-05-10 20:07:45,0.0667,431,22.1,26.7,10.8,2.48,63.6,36.5,333,215,211,8,2,205
2022-05-10 20:08:00,0.0667,447,21.2,26.7,3.00,2.48,62.4,34.9,287,215,211,10,2,203
2022-05-10 20:08:15,0.0667,448,24.5,32.8,3.40,2.48,64.2,36.4,339,214,210,8,2,204
2022-05-10 20:08:30,0.0667,444,23.6,32.8,3.86,2.48,62.5,34.7,298,214,210,11,2,199
2022-05-10 20:08:45,0.0667,448,26.5,32.8,4.09,2.48,62.6,34.4,350,215,211,8,2,205
2022-05-10 20:09:00,0.0667,444,21.8,32.8,4.20,2.48,63.0,35.2,310,215,211,8,2,205
2022-05-10 20:09:15,0.0667,447,22.0,32.8,3.82,1.12,63.6,36.1,284,215,211,9,3,204
2022-05-10 20:09:30,0.0667,442,22.6,32.8,3.65,1.12,68.2,35.5,312,214,210,11,2,198
2022-05-10 20:09:45,0.0667,443,25.1,32.8,3.43,1.12,62.6,35.3,360,215,211,8,2,205
2022-05-10 20:10:00,0.0667,442,25.1,32.8,3.35,1.12,63.3,35.2,336,215,211,8,2,205
2022-05-10 20:10:15,0.0667,446,21.4,29.8,3.75,0.154,62.8,34.8,305,215,211,8,2,205
2022-05-10 20:10:30,0.0667,448,18.9,29.8,3.94,0.154,64.5,35.6,358,215,211,8,2,205
2022-05-10 20:10:45,0.0666,449,18.8,29.8,4.27,0.154,63.8,35.8,341,215,211,8,2,205
2022-05-10 20:11:00,0.0667,446,19.0,29.8,4.13,0.154,62.8,34.8,295,215,211,8,2,205
2022-05-10 20:11:15,0.0667,447,18.6,29.8,3.86,0.154,64.2,35.0,350,215,211,10,3,205
2022-05-10 20:11:30,0.0667,441,21.8,29.8,4.04,0.154,63.0,35.0,308,215,211,9,2,204
2022-05-10 20:11:45,0.0667,449,25.3,29.8,3.95,0.154,63.7,35.5,300,214,210,9,2,203
2022-05-10 20:12:00,0.0667,446,28.3,29.8,3.96,0.154,64.3,35.2,351,216,212,8,2,206
2022-05-10 20:12:15,0.0667,449,25.1,29.6,3.48,0.106,63.0,34.1,345,215,211,8,2,205
2022-05-10 20:12:30,0.0667,446,21.2,29.6,3.70,0.106,63.1,34.7,358,215,211,10,2,204
2022-05-10 20:12:45,0.0666,446,21.0,29.6,3.88,0.106,62.5,35.0,297,215,211,8,2,205
2022-05-10 20:13:00,0.0667,451,20.8,29.6,4.19,0.106,63.7,35.6,339,215,211,10,2,204
2022-05-10 20:13:15,0.0667,451,23.5,29.6,4.25,0.100,62.1,33.2,356,216,212,8,2,206
2022-05-10 20:13:30,0.0667,456,21.5,29.6,4.25,0.100,61.7,31.6,330,214,210,8,2,204
2022-05-10 20:13:45,0.0666,461,21.8,29.6,4.24,0.100,62.1,32.4,336,215,211,8,2,205
2022-05-10 20:14:00,0.0667,468,21.2,29.6,3.81,0.100,61.4,30.6,333,215,211,8,2,205
2022-05-10 20:14:15,0.0667,477,20.6,26.2,3.71,0.0887,61.2,31.0,353,215,211,11,2,203
2022-05-10 20:14:30,0.0667,481,22.3,26.2,3.58,0.0887,64.6,30.5,305,215,211,8,2,205
2022-05-10 20:14:45,0.0666,490,20.6,26.2,3.81,0.0887,61.1,30.5,340,215,211,8,2,203
2022-05-10 20:15:00,0.0666,488,23.4,26.8,3.75,0.0887,62.8,31.7,351,215,211,8,2,205
2022-05-10 20:15:15,0.0667,481,21.8,26.8,3.40,0.0804,61.8,32.4,358,215,211,8,2,205
2022-05-10 20:15:30,0.0667,478,21.6,26.8,2.98,0.0804,62.3,32.7,315,214,210,9,2,202
2022-05-10 20:15:45,0.0667,462,23.3,32.0,62.3,2.22,57.4,30.2,352,215,211,11,2,201
2022-05-10 20:16:00,0.0667,456,27.0,32.0,63.5,2.22,62.9,33.6,353,215,211,11,2,202
2022-05-10 20:16:15,0.0667,445,31.0,32.0,65.4,2.22,62.9,33.2,352,215,211,10,2,203
2022-05-10 20:16:30,0.0667,459,30.2,32.0,4.00,2.22,63.5,34.6,310,215,211,8,2,205
2022-05-10 20:16:45,0.0667,462,26.3,32.0,3.81,2.22,62.9,34.5,314,215,211,10,2,187
2022-05-10 20:17:00,0.0667,463,24.9,32.0,3.60,2.22,62.2,33.5,307,215,211,8,2,205
2022-05-10 20:17:15,0.0667,462,23.9,32.0,3.08,2.22,62.7,33.0,319,214,210,8,2,204
2022-05-10 20:17:30,0.0667,461,23.8,32.0,3.08,2.22,62.6,33.6,318,215,211,9,2,203
2022-05-10 20:17:45,0.0667,463,24.4,32.0,3.35,2.22,62.4,32.6,319,214,210,8,2,204
2022-05-10 20:18:00,0.0667,462,21.2,32.0,3.56,2.22,63.2,34.7,326,215,211,8,2,205
2022-05-10 20:18:15,0.0667,463,21.5,29.7,3.58,2.17,63.2,34.0,337,215,211,9,2,203
2022-05-10 20:18:30,0.0667,463,19.9,29.7,3.66,2.17,62.4,33.9,348,215,211,8,2,205
2022-05-10 20:18:45,0.0667,461,20.5,29.7,3.72,2.17,62.7,32.9,359,215,211,8,2,205
2022-05-10 20:19:00,0.0667,465,20.6,29.7,3.63,2.17,63.9,35.5,322,215,211,11,2,205
2022-05-10 20:19:15,0.0667,466,21.9,28.2,4.00,0.0974,62.4,33.3,342,215,211,8,2,205
2022-05-10 20:19:30,0.0667,466,22.6,28.2,3.94,0.0974,63.3,33.9,361,215,211,8,2,205
2022-05-10 20:19:45,0.0667,461,22.4,28.2,4.10,0.0974,62.6,34.0,316,215,211,13,2,188
2022-05-10 20:20:00,0.0667,464,21.2,28.2,3.62,0.0974,62.3,33.1,348,215,211,8,2,205
2022-05-10 20:20:15,0.0666,470,20.7,27.5,3.58,0.0974,63.0,34.0,324,215,211,8,2,205
2022-05-10 20:20:30,0.0667,474,20.8,27.5,3.81,0.0974,62.1,31.7,296,215,211,8,2,205
2022-05-10 20:20:45,0.0666,480,19.1,27.5,3.89,0.0974,61.8,31.9,362,215,211,8,2,205
2022-05-10 20:21:00,0.0667,482,20.4,27.5,3.80,0.0974,61.4,31.8,346,215,211,8,2,205
2022-05-10 20:21:15,0.0667,491,20.5,24.0,3.97,0.125,62.8,33.1,360,215,211,9,2,204
2022-05-10 20:21:30,0.0667,489,23.1,26.4,4.12,0.125,62.3,32.8,358,214,210,10,3,201
2022-05-10 20:21:45,0.0667,493,24.1,26.6,4.19,0.125,62.2,31.4,314,215,211,8,2,205
2022-05-10 20:22:00,0.0667,490,23.8,26.6,3.68,0.125,62.5,32.8,341,215,211,9,2,204
2022-05-10 20:22:15,0.0667,491,23.3,26.6,3.11,0.125,61.7,31.8,358,215,211,10,3,202
2022-05-10 20:22:30,0.0667,494,23.7,27.9,3.07,0.125,62.5,33.2,320,215,211,8,2,204
2022-05-10 20:22:45,0.0667,493,26.3,27.9,3.29,0.125,61.6,32.1,331,215,211,9,2,205
2022-05-10 20:23:00,0.0667,493,27.1,27.9,3.48,0.125,60.8,31.1,348,214,210,8,2,204
2022-05-10 20:23:15,0.0667,488,23.5,27.9,3.82,0.125,62.2,32.1,309,215,211,8,2,205
2022-05-10 20:23:30,0.0667,489,20.4,27.9,3.68,0.289,62.1,32.8,348,214,210,9,2,201
2022-05-10 20:23:45,0.0667,490,20.5,27.9,3.83,0.289,61.8,32.9,316,215,211,8,2,205
2022-05-10 20:24:00,0.0667,491,21.5,27.9,3.55,0.289,63.2,34.0,352,215,211,10,2,204
2022-05-10 20:24:15,0.0667,490,24.9,27.9,5.05,0.445,61.9,32.7,320,215,211,18,2,194
2022-05-10 20:24:30,0.0667,464,23.0,27.9,66.6,3.56,52.9,27.3,308,215,211,8,2,205
2022-05-10 20:24:45,0.0667,461,22.5,27.9,67.5,3.56,62.2,32.7,345,215,211,8,2,205
2022-05-10 20:25:00,0.0667,465,21.1,27.9,65.7,3.56,63.5,33.1,337,215,211,8,2,205
2022-05-10 20:25:15,0.0667,492,20.5,27.5,4.94,3.56,63.1,32.0,316,215,211,8,2,205
2022-05-10 20:25:30,0.0667,499,20.0,27.5,5.17,3.56,63.2,32.6,317,215,211,8,2,205
2022-05-10 20:25:45,0.0667,499,18.8,27.5,5.56,3.56,61.5,31.9,310,215,211,8,2,205
2022-05-10 20:26:00,0.0667,506,18.0,27.5,5.04,3.56,63.4,33.6,332,215,211,9,2,203
2022-05-10 20:26:15,0.0667,496,20.9,25.8,4.68,3.56,60.4,31.0,353,215,211,9,3,204
2022-05-10 20:26:30,0.0667,501,23.0,25.8,4.81,3.56,63.2,33.0,309,215,211,10,2,200
2022-05-10 20:26:45,0.0667,496,24.3,25.8,5.19,3.56,62.2,31.8,317,215,211,8,2,205
2022-05-10 20:27:00,0.0667,512,21.9,25.8,5.36,3.56,62.4,32.0,299,215,211,10,2,201
2022-05-10 20:27:15,0.0667,509,20.9,25.8,5.39,0.111,62.4,31.4,318,215,211,8,2,205
2022-05-10 20:27:30,0.0667,517,20.2,25.8,5.11,0.111,63.0,33.4,299,214,210,8,2,204
2022-05-10 20:27:45,0.0667,510,20.5,25.8,4.70,0.111,62.6,32.6,314,214,210,9,2,202
2022-05-10 20:28:00,0.0667,511,22.1,27.3,4.10,0.111,62.5,31.9,336,215,211,8,2,205
2022-05-10 20:28:15,0.0667,509,21.5,27.3,3.93,0.111,62.8,32.9,305,215,211,8,2,205
2022-05-10 20:28:30,0.0667,512,20.9,27.3,4.36,0.111,62.4,31.8,342,215,211,8,2,205
2022-05-10 20:28:45,0.0667,518,17.5,27.3,4.50,0.111,62.7,31.6,340,215,211,10,2,203
2022-05-10 20:29:00,0.0667,519,20.3,27.3,4.98,0.111,62.3,31.2,335,215,211,8,2,205
2022-05-10 20:29:15,0.0667,521,20.5,27.3,4.83,0.117,63.0,32.4,336,215,211,8,2,205
2022-05-10 20:29:30,0.0667,522,21.2,27.3,5.15,0.117,65.6,30.8,354,215,211,8,2,205
2022-05-10 20:29:45,0.0667,524,18.4,27.3,4.53,0.117,62.3,30.9,306,214,210,8,2,204
2022-05-10 20:30:00,0.0667,525,18.2,27.3,4.52,0.117,61.4,29.9,311,215,211,11,2,204
2022-05-10 20:30:15,0.0666,528,19.3,25.9,4.26,0.117,63.1,31.2,334,215,211,7,2,204
2022-05-10 20:30:30,0.0667,529,22.7,27.8,4.37,0.117,62.9,30.6,349,215,211,8,2,205
2022-05-10 20:30:45,0.0667,533,22.9,27.8,4.24,0.117,62.5,31.0,313,214,210,8,2,204
2022-05-10 20:31:00,0.0667,534,21.8,27.8,4.18,0.117,61.7,29.3,347,214,210,7,2,205
2022-05-10 20:31:15,0.0667,536,19.4,27.8,4.46,0.117,60.9,28.5,318,214,210,8,2,203
2022-05-10 20:31:30,0.0667,543,20.5,27.8,4.83,0.117,60.8,28.4,317,214,210,7,2,205
2022-05-10 20:31:45,0.0667,545,20.0,27.8,5.32,0.117,61.0,28.8,310,214,210,7,2,205
2022-05-10 20:32:00,0.0667,549,19.1,27.8,5.59,0.117,61.8,28.9,312,214,210,9,2,202
2022-05-10 20:32:15,0.0667,514,20.1,27.8,85.8,4.31,41.3,19.0,358,214,210,42,2,170
2022-05-10 20:32:30,0.0667,458,21.3,27.8,98.6,4.31,55.9,25.9,353,214,210,12,2,141
2022-05-10 20:32:45,0.0667,457,23.3,27.8,99.0,4.31,60.8,28.6,303,214,210,7,2,205
2022-05-10 20:33:00,0.0667,488,21.0,27.8,8.87,4.31,60.0,28.7,312,214,210,9,2,180
2022-05-10 20:33:15,0.0667,548,20.8,24.9,5.97,4.31,61.1,28.5,351,214,210,7,2,205
2022-05-10 20:33:30,0.0667,539,19.3,24.9,5.98,4.31,57.4,26.8,341,214,210,7,2,205
2022-05-10 20:33:45,0.0667,541,19.9,24.9,5.99,4.31,58.6,26.9,315,214,210,8,2,203
2022-05-10 20:34:00,0.0667,531,19.7,24.9,6.29,4.31,57.7,26.9,313,214,210,8,2,203
2022-05-10 20:34:15,0.0667,525,21.4,23.8,6.58,4.31,54.4,24.6,336,213,209,8,2,201
2022-05-10 20:34:30,0.0667,512,21.0,23.8,6.54,4.31,55.5,25.5,306,214,210,7,2,205
2022-05-10 20:34:45,0.0667,506,20.4,23.8,6.22,4.31,54.7,25.1,345,214,210,9,2,204
2022-05-10 20:35:00,0.0667,511,20.4,24.0,6.21,4.31,55.8,26.0,348,214,210,7,2,205
2022-05-10 20:35:15,0.0667,513,20.3,24.0,6.50,0.0741,55.3,25.1,338,213,209,7,2,204
2022-05-10 20:35:30,0.0667,513,20.2,24.0,6.79,0.0741,54.5,25.4,320,213,209,9,2,201
2022-05-10 20:35:45,0.0667,504,19.6,24.0,6.94,0.0741,51.8,22.7,336,214,210,7,2,205
2022-05-10 20:36:00,0.0667,500,19.5,24.0,6.85,0.0741,53.6,24.8,309,213,209,7,2,204
2022-05-10 20:36:15,0.0667,492,19.5,24.0,6.79,0.0709,51.2,22.9,316,214,210,7,2,205
2022-05-10 20:36:30,0.0667,480,18.5,24.0,6.08,0.0714,48.3,22.0,334,214,210,7,2,205
2022-05-10 20:36:45,0.0667,465,18.1,24.0,5.85,0.0714,48.2,21.2,350,213,209,7,2,204
2022-05-10 20:37:00,0.0667,456,18.4,24.0,5.70,0.0714,47.4,21.2,317,213,209,7,2,204
2022-05-10 20:37:15,0.0667,460,17.7,22.2,6.14,0.0760,48.4,21.6,357,213,209,7,2,204
2022-05-10 20:37:30,0.0667,458,17.4,22.2,6.09,0.0760,46.2,20.7,309,213,209,7,2,204
2022-05-10 20:37:45,0.0667,449,17.3,22.2,6.22,0.0760,44.4,19.3,359,214,210,7,2,205
2022-05-10 20:38:00,0.0667,431,17.4,22.2,5.98,0.0760,44.4,19.9,342,213,209,7,2,204
2022-05-10 20:38:15,0.0667,423,17.6,19.1,6.28,0.0760,42.3,18.5,333,213,209,7,2,204
2022-05-10 20:38:30,0.0667,416,17.3,19.1,6.28,0.0760,41.8,18.0,351,213,209,7,2,204
2022-05-10 20:38:45,0.0667,415,17.4,19.1,6.27,0.0760,41.9,18.2,321,213,209,7,2,204
2022-05-10 20:39:00,0.0667,410,18.0,19.1,6.04,0.0760,41.7,18.2,334,213,209,7,2,204
2022-05-10 20:39:15,0.0667,402,18.3,18.8,6.12,0.0760,44.6,17.4,317,213,209,7,2,204
2022-05-10 20:39:30,0.0667,383,19.5,21.0,6.16,0.0760,39.3,16.9,321,213,209,7,2,204
2022-05-10 20:39:45,0.0667,375,20.0,21.0,6.34,0.0760,40.9,16.9,308,214,210,7,2,205
2022-05-10 20:40:00,0.0667,367,20.6,21.0,6.17,0.0760,39.4,17.1,320,213,209,7,2,204
2022-05-10 20:40:15,0.0667,363,20.2,21.0,5.91,0.0718,37.5,14.5,362,214,210,8,2,205
2022-05-10 20:40:30,0.0667,351,21.5,24.6,5.83,0.0718,36.5,15.3,348,214,210,7,2,205
2022-05-10 20:40:45,0.0667,341,21.8,24.6,5.72,0.0718,35.1,14.4,315,214,210,7,2,205
2022-05-10 20:41:00,0.0667,334,22.2,24.6,5.92,0.0718,35.1,14.5,323,213,209,7,2,203
2022-05-10 20:41:15,0.0667,322,20.7,24.6,5.82,0.0718,33.0,13.2,308,213,209,7,2,204
2022-05-10 20:41:30,0.0667,311,19.9,24.6,5.76,0.0718,30.7,11.4,337,213,209,7,2,204
2022-05-10 20:41:45,0.0667,274,19.2,24.6,104,3.58,35.5,9.65,322,215,211,14,2,199
2022-05-10 20:42:00,0.0667,254,20.3,24.6,133,3.58,73.5,12.9,348,214,210,7,2,205
2022-05-10 20:42:15,0.0667,242,23.7,29.0,140,3.58,44.9,11.6,354,213,209,7,2,204
2022-05-10 20:42:30,0.0667,255,26.7,29.0,27.6,3.58,52.8,12.7,345,213,209,7,2,204
2022-05-10 20:42:45,0.0667,256,27.1,29.0,6.94,3.58,53.9,12.2,343,214,210,7,2,205
2022-05-10 20:43:00,0.0667,245,25.9,29.0,7.18,3.58,46.2,11.1,350,213,209,7,2,204
2022-05-10 20:43:15,0.0667,236,24.0,29.0,6.76,3.58,35.7,10.5,355,213,209,7,2,204
2022-05-10 20:43:30,0.0667,223,24.6,29.0,5.82,3.58,33.6,9.89,343,215,211,7,2,206
2022-05-10 20:43:45,0.0667,212,23.6,29.0,4.97,3.58,43.3,10.4,356,213,209,7,2,204
2022-05-10 20:44:00,0.0667,200,24.7,29.0,5.28,3.58,40.7,9.94,361,213,209,7,2,204
2022-05-10 20:44:15,0.0667,192,31.7,47.0,5.54,0.148,32.7,8.71,316,213,209,9,2,203
2022-05-10 20:44:30,0.0667,183,32.9,47.0,5.14,0.148,26.7,7.42,337,213,209,7,2,204
2022-05-10 20:44:45,0.0667,175,32.0,47.0,4.98,0.148,36.6,7.92,346,213,209,7,2,204
2022-05-10 20:45:00,0.0667,165,24.0,47.0,5.65,0.148,35.6,6.61,346,213,209,7,2,204
2022-05-10 20:45:15,0.0667,159,23.0,47.0,6.33,0.0924,32.4,7.35,337,213,209,8,2,203
2022-05-10 20:45:30,0.0667,153,22.6,47.0,6.89,0.0924,36.4,6.30,317,213,209,7,2,204
2022-05-10 20:45:45,0.0667,143,25.6,47.0,5.97,0.0924,25.8,4.95,320,213,209,7,2,204
2022-05-10 20:46:00,0.0667,125,25.1,47.0,71.2,3.45,30.6,4.48,325,214,210,7,2,205
2022-05-10 20:46:15,0.0666,112,25.4,32.0,78.2,3.45,21.8,4.32,344,213,209,7,2,204
2022-05-10 20:46:30,0.0667,103,22.0,32.0,84.8,3.45,21.4,4.01,354,213,209,7,2,204
2022-05-10 20:46:45,0.0667,98.4,21.7,32.0,4.42,3.45,29.4,3.44,339,213,209,7,2,204
2022-05-10 20:47:00,0.0667,89.0,22.3,32.0,4.56,3.45,19.0,3.75,313,213,209,7,2,204
2022-05-10 20:47:15,0.0667,79.2,22.6,32.0,3.99,3.45,17.6,3.86,329,213,209,7,2,204
2022-05-10 20:47:30,0.0667,71.6,22.6,32.0,4.06,3.45,15.3,2.52,328,213,209,7,2,204
2022-05-10 20:47:45,0.0667,61.6,21.5,32.0,3.83,3.45,11.9,2.27,356,213,209,7,2,204
2022-05-10 20:48:00,0.0667,50.3,20.8,32.0,3.87,3.45,13.9,1.49,316,213,209,7,2,204
2022-05-10 20:48:15,0.0667,39.4,20.8,24.1,3.83,0.0569,18.9,1.41,315,213,209,7,2,204
2022-05-10 20:48:30,0.0667,29.5,20.9,24.1,3.45,0.0569,17.8,1.04,347,213,209,7,2,204
2022-05-10 20:48:45,0.0667,18.8,21.0,24.1,3.26,0.0569,11.3,0.365,358,213,209,7,2,204
2022-05-10 20:49:00,0.0667,8.76,21.6,24.1,3.25,0.0569,9.97,0.0521,359,213,209,7,2,204
2022-05-10 20:49:15,0.0667,2.42,21.6,22.7,3.79,0.0340,15.5,0.0521,360,213,209,7,2,204
2022-05-10 20:49:30,0.0667,0.356,21.6,22.7,3.56,0.0340,13.9,0.0520,362,178,174,7,2,169
2022-05-10 20:49:45,0.0667,0.356,22.0,23.7,3.61,0.0340,6.67,0.0521,362,91,87,7,2,82
2022-05-10 20:50:00,0.0667,0.378,22.1,23.7,3.30,0.0340,14.2,0.130,313,79,75,7,2,70

